USMIA,FL,RIVIERA BEACH,,,,590,,540,600,,,,,,,,,,,,650,,,,,585,540,,,,328,,,,,,,,,,540, $665.00 , $640.00 , $590.00 ,MIA,212
USMKC,NE,GOTHENBURG,,,,,,1773,1795,,,,,,,,1561,,,,,,,,,,1800,,,,,,,,,,,,,,1773," $1,923.00 "," $1,873.00 "," $1,823.00 ",ORD,212
USMSY,TX,ARLINGTON,,,,,,2162,1950,,,,,,,,,,,,,,,,,,2272,,,,,,,,,,,,,,2162," $2,337.00 "," $2,287.00 "," $2,262.00 ",HOU,212
USNYC,MD,BISHOPVILLE,,,,,,,,,,,,,,,,,,,,,,,,,1097,,,,,,,,,,1309,,,,1309," $1,459.00 "," $1,434.00 "," $1,409.00 ",EWR,212
USNYC,VA,BOSTON,,,,,,,,,,,,,,,,,,,,,,,,,1811,,,,,,,,,,1599,,,,1811," $1,961.00 "," $1,936.00 "," $1,911.00 ",EWR,212
USNYC,NY,CASTORLAND,,,,,,,1391,,,,,,,,1606,,,,,,,,,,1603,,,,,,,,,,,,,,1603," $1,753.00 "," $1,728.00 "," $1,703.00 ",EWR,212
USNYC,MD,MARDELA SPRINGS,,,,,,,,,,,,,,,,,,,,,,,,,1097,,,,,,,,,,1309,,,,1309," $1,459.00 "," $1,434.00 "," $1,409.00 ",EWR,212
USNYC,NY,WELLS,,,,,,,,,,,,,,,,,,,,,,,,,987,,,,,,,,,,1199,,,,1199," $1,349.00 "," $1,324.00 "," $1,299.00 ",EWR,212
USPEF,FL,MELBOURNE,,,,,,1080,975,,,,,,,,,,,,1090,,,,,,763,,,,,,,,,,,,,,975," $1,100.00 "," $1,075.00 "," $1,025.00 ",MIA,212
USPEF,FL,PALM BAY,,,,,,1100,975,,,,,,,,,,,,1110,,,,,,763,,,,,,,,,,,,,,975," $1,100.00 "," $1,075.00 "," $1,025.00 ",MIA,212
USPEF,FL,SEBRING,,,,,,980,975,,,,,,,,,,,,990,,,,,,763,,,,,,,,,,,,,,975," $1,100.00 "," $1,075.00 "," $1,025.00 ",MIA,212
USCHI,OH,CLARKSVILLE,,,,,,1474,1300,,,,,,,,1484,,,,,,,,,,1089,,,,,,,,,,,,,,1300," $1,450.00 "," $1,400.00 "," $1,350.00 ",ORD,211
USCVG,IN,BUTLER,,,,,,,1185,,,,,,,,1300,,,,,,,,,,974,,,,,,,,,,,,,,1185," $1,335.00 "," $1,285.00 "," $1,235.00 ",ORD,211
USDET,MI,MANISTEE,,,,,,1186,1215,,,,,,,,975,,,,,,,,,,,,,,,,,,,,,,,,1186," $1,336.00 "," $1,286.00 "," $1,236.00 ",ORD,211
USJAX,FL,ALFORD,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,979,,,,979," $1,104.00 "," $1,079.00 "," $1,029.00 ",MIA,211
USJAX,GA,BRONWOOD,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,979,,,,979," $1,129.00 "," $1,079.00 "," $1,054.00 ",ATL,211
USJAX,FL,COTTONDALE,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,979,,,,979," $1,104.00 "," $1,079.00 "," $1,029.00 ",MIA,211
USJAX,GA,DAMASCUS,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,979,,,,979," $1,129.00 "," $1,079.00 "," $1,054.00 ",ATL,211
USJAX,GA,MONTEZUMA,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,979,,,,979," $1,129.00 "," $1,079.00 "," $1,054.00 ",ATL,211
USJAX,GA,PARROTT,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,979,,,,979," $1,129.00 "," $1,079.00 "," $1,054.00 ",ATL,211
USLUI,IN,CRAWFORDSVILLE,,,,,,970,1015,,,,,,,,759,,,,,,,,,,,,,,,,,,,,,,,,970," $1,120.00 "," $1,070.00 "," $1,020.00 ",ORD,211
USLUI,IN,FONTANET,,,,,,1030,1075,,,,,,,,819,,,,,,,,,,,,,,,,,,,,,,,,1030," $1,180.00 "," $1,130.00 "," $1,080.00 ",ORD,211
USLUI,IN,FOWLERTON,,,,,,1030,1075,,,,,,,,819,,,,,,,,,,,,,,,,,,,,,,,,1030," $1,180.00 "," $1,130.00 "," $1,080.00 ",ORD,211
USLUI,KY,SOUTH CARROLLTON,,,,,,805,865,,,,,,,,594,,,,,,,,,,,,,,,,,,,,,,,,805, $955.00 , $905.00 , $855.00 ,ORD,211
USMKC,KS,ADMIRE,,,,,,750,765,,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,750, $900.00 , $850.00 , $800.00 ,ORD,211
USNYC,CT,FABYAN,,,,,,,,,,,,,,,,,,,,,,,,,978,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,211
USNYC,PA,THREE SPRINGS,,,,,,,,,,,,,,,,,,,,,,,,,948,,,,,,,,,,1159,,,,1159," $1,309.00 "," $1,284.00 "," $1,259.00 ",EWR,211
USNYC,NJ,WALLPACK CENTER,,,,,,,,,,,,,,,,,,,,,,,,,438,,,,,,,,,,649,,,,649, $799.00 , $774.00 , $749.00 ,EWR,211
USOMA,MN,NORTH MANKATO,,,,,,1530,1560,,,,,,,,,,,,,,,,,,1319,,,,,,,,,,,,,,1530," $1,680.00 "," $1,630.00 "," $1,580.00 ",ORD,211
USSAV,SC,LONGS,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,,,,979,,,,979," $1,129.00 "," $1,079.00 "," $1,054.00 ",ATL,211
USSEA,WA,NEWPORT,,,,,,,1375,,,,,,,,,,,,,,,,,,1586,,,,,,1675,,,,,,,,1586," $1,711.00 "," $1,681.00 "," $1,636.00 ",SEA,211
USSTL,KY,LOUISVILLE,,,,,,1126,1200,,,,,,,,915,,,,,,,,,,1211,,,,,,,,,,,,,,1126," $1,276.00 "," $1,226.00 "," $1,176.00 ",ORD,211
USBAL,VA,ARRINGTON,,,,,,,,,,,,,,,,,,,,,,,,,799,,,,,,,,,,1009,,,,1009," $1,159.00 "," $1,134.00 "," $1,109.00 ",EWR,210
USBAL,VA,BUCKINGHAM,,,,,,,,,,,,,,,,,,,,,,,,,799,,,,,,,,,,1009,,,,1009," $1,159.00 "," $1,134.00 "," $1,109.00 ",EWR,210
USBAL,VA,CARSON,,,,,,,,,,,,,,,,,,,,,,,,,799,,,,,,,,,,1009,,,,1009," $1,159.00 "," $1,134.00 "," $1,109.00 ",EWR,210
USBAL,VA,CHARLOTTE COURT HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,210
USBAL,NJ,CRESSKILL,,,,,,,,,,,,,,,,,,,,,,,,,799,,,,,,,,,,1009,,,,1009," $1,159.00 "," $1,134.00 "," $1,109.00 ",EWR,210
USBAL,VA,DRAKES BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,210
USBAL,NJ,DUMONT,,,,,,,,,,,,,,,,,,,,,,,,,799,,,,,,,,,,1009,,,,1009," $1,159.00 "," $1,134.00 "," $1,109.00 ",EWR,210
USBAL,VA,EVINGTON,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,210
USBAL,PA,EXPORT,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,210
USBAL,NC,GASTON,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,289.00 "," $1,264.00 ",ATL,210
USBAL,VA,GLADYS,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,210
USBAL,VA,LA CROSSE,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,210
USBAL,VA,LOWRY,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,210
USBAL,PA,MCKEESPORT,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,210
USBAL,VA,MILLBORO,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,210
USBAL,NJ,RIVER EDGE,,,,,,,,,,,,,,,,,,,,,,,,,799,,,,,,,,,,1009,,,,1009," $1,159.00 "," $1,134.00 "," $1,109.00 ",EWR,210
USBAL,NJ,RIVERDALE,,,,,,,,,,,,,,,,,,,,,,,,,799,,,,,,,,,,1009,,,,1009," $1,159.00 "," $1,134.00 "," $1,109.00 ",EWR,210
USBAL,NC,ROANOKE RAPIDS,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,289.00 "," $1,264.00 ",ATL,210
USBAL,VA,SMITHFIELD,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,1189,,,,1189," $1,339.00 "," $1,314.00 "," $1,289.00 ",EWR,210
USBAL,VA,SUTHERLAND,,,,,,,,,,,,,,,,,,,,,,,,,799,,,,,,,,,,1009,,,,1009," $1,159.00 "," $1,134.00 "," $1,109.00 ",EWR,210
USCHI,MI,AMASA,,,,,,1634,1600,,,,,,,,1644,,,,,,,,,,1390,,,,,,,,,,,,,,1600," $1,750.00 "," $1,700.00 "," $1,650.00 ",ORD,210
USCHI,IN,CLOVERDALE,,,,,,875,950,,,,,,,,885,,,,,,,,,,665,,,,,,,,,,,,922,,875," $1,025.00 ", $975.00 , $925.00 ,ORD,210
USCHI,MI,COOPERSVILLE,,,,,,883,875,,,,,,,,893,,,,,,,,,,665,,,,,,,,,,,,926,,875," $1,025.00 ", $975.00 , $925.00 ,ORD,210
USCHI,IN,GREENWOOD,,,,900,,890,900,,,,,,,,,,,,,,,,,,680,,,,1200,,,,,,,,978,,890," $1,040.00 ", $990.00 , $940.00 ,ORD,210
USCLT,NC,GOLDSBORO,,1200,,1035,,1015,975,,,,,,,,,,,,,,,,,,1001,,,,765,,,,,,,,,,975," $1,125.00 "," $1,075.00 "," $1,050.00 ",ATL,210
USCVG,IN,BLOOMFIELD,,,,,,,850,,,,,,,,890,,,,,,,,,,640,,,,,,,,,,,,,,850," $1,000.00 ", $950.00 , $900.00 ,ORD,210
USHOU,TX,GROESBECK,,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,849,,,,849," $1,024.00 ", $974.00 , $949.00 ,HOU,210
USHOU,LA,GUEYDAN,,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,849,,,,849, $974.00 , $949.00 , $899.00 ,MIA,210
USHOU,TX,LEESVILLE,,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,849,,,,849," $1,024.00 ", $974.00 , $949.00 ,HOU,210
USHOU,OK,NORMAN,,,,,,,1500,,,,,,,,,,,,,,,,,,1836,,,,1795,,1710,,,,,,,,1710," $1,885.00 "," $1,835.00 "," $1,810.00 ",HOU,210
USHOU,TX,REFUGIO,,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,849,,,,849," $1,024.00 ", $974.00 , $949.00 ,HOU,210
USHOU,TX,THRALL,,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,849,,,,849," $1,024.00 ", $974.00 , $949.00 ,HOU,210
USHOU,TX,TIMPSON,,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,849,,,,849," $1,024.00 ", $974.00 , $949.00 ,HOU,210
USHOU,TX,WESTHOFF,,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,849,,,,849," $1,024.00 ", $974.00 , $949.00 ,HOU,210
USHOU,TX,YORKTOWN,,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,849,,,,849," $1,024.00 ", $974.00 , $949.00 ,HOU,210
USLUI,IN,CLOVERDALE,,,,,,930,965,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,930," $1,080.00 "," $1,030.00 ", $980.00 ,ORD,210
USLUI,KY,FALL ROCK,,,,,,930,965,,,,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,930," $1,080.00 "," $1,030.00 ", $980.00 ,ORD,210
USLUI,IN,ROCKFIELD,,,,,,1090,1115,,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,1090," $1,240.00 "," $1,190.00 "," $1,140.00 ",ORD,210
USLUI,KY,SITKA,,,,,,1030,1075,,,,,,,,820,,,,,,,,,,,,,,,,,,,,,,,,1030," $1,180.00 "," $1,130.00 "," $1,080.00 ",ORD,210
USLUI,KY,STEARNS,,,,,,907,935,,,,,,,,697,,,,,,,,,,,,,,,,,,,,,,,,907," $1,057.00 "," $1,007.00 ", $957.00 ,ORD,210
USMKC,KS,FORT SCOTT,,,,,,750,765,,,,,,,,540,,,,,,,,,,,,,,,,,,,,,,,,750, $900.00 , $850.00 , $800.00 ,ORD,210
USMKC,AR,SCRANTON,,,,,,1551,1550,,,,,,,,1340,,,,,,,,,,1594,,,,,,,,,,,,,,1550," $1,725.00 "," $1,675.00 "," $1,650.00 ",HOU,210
USNYC,NY,ASTORIA,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,769,,,,979," $1,129.00 "," $1,104.00 "," $1,079.00 ",EWR,210
USNYC,NY,BLASDELL,,,,,,,1653,,,,,,,,1921,,,,,,,,,,1863,,,,,,,,,,,,,,1863," $2,013.00 "," $1,988.00 "," $1,963.00 ",EWR,210
USNYC,CT,EAST LYME,,,,,,,,,,,,,,,,,,,,,,,,,809,,,,,,,,,,1019,,,,1019," $1,169.00 "," $1,144.00 "," $1,119.00 ",EWR,210
USNYC,NJ,GOSHEN,,,,,,,,,,,,,,,,,,,,,,,,,559,,,,,,,,,,769,,,,769, $919.00 , $894.00 , $869.00 ,EWR,210
USNYC,DE,HARRINGTON,,,,,,,1169,,,,,,,,1179,,,,,,,,,,,,,,,,,,,,959,,,,1169," $1,319.00 "," $1,294.00 "," $1,269.00 ",EWR,210
USNYC,DE,MILFORD,,,,,,,1169,,,,,,,,1179,,,,,,,,,,,,,,,,,,,,959,,,,1169," $1,319.00 "," $1,294.00 "," $1,269.00 ",EWR,210
USOAK,CA,WINTON,,,,,,730,720,,,,,,,,,,,,,,,,,,795,,,700,,,490,,,,,,,,700, $825.00 , $800.00 , $775.00 ,LAX,210
USOAK,CA,YUBA CITY,,,,,,725,710,,,,,,,,,,,,,,,,,,785,,,720,,,500,,,735,,,,,710, $835.00 , $810.00 , $785.00 ,LAX,210
USORF,WV,RIPPON,,,,,,,,,,,,,,,,,,,,,,,,,809,,,,,,,,,,1019,,,,1019," $1,169.00 "," $1,144.00 "," $1,119.00 ",EWR,210
USPEF,FL,PAHOKEE,,,,,,810,700,,,,,,,,,,,,820,,,,,,490,,,,,,,,,,,,,,700, $825.00 , $800.00 , $750.00 ,MIA,210
USPHL,MD,BLOOMINGTON,,,,,,,,,,,,,,,,,,,,,,,,,1479,,,,,,,,,,1269,,,,1479," $1,629.00 "," $1,604.00 "," $1,579.00 ",EWR,210
USPHL,NY,CAMERON,,,,,,,,,,,,,,,,,,,,,,,,,1509,,,,,,,,,,1299,,,,1509," $1,659.00 "," $1,634.00 "," $1,609.00 ",EWR,210
USPHL,NY,MERRICK,,,,,,,,,,,,,,,,,,,,,,,,,979,,,,,,,,,,769,,,,979," $1,129.00 "," $1,104.00 "," $1,079.00 ",EWR,210
USPHL,NY,WELLS,,,,,,,,,,,,,,,,,,,,,,,,,1629,,,,,,,,,,1419,,,,1629," $1,779.00 "," $1,754.00 "," $1,729.00 ",EWR,210
USSAV,NC,POLKTON,,,,,,,,,,,,,,,,,,,,,,,,,809,,,,,,,,,,1019,,,,1019," $1,169.00 "," $1,119.00 "," $1,094.00 ",ATL,210
USSAV,SC,SMYRNA,,,,,,,,,,,,,,,,,,,,,,,,,809,,,,,,,,,,1019,,,,1019," $1,169.00 "," $1,119.00 "," $1,094.00 ",ATL,210
USSEA,OR,PRINEVILLE,,,,,,,1800,,,,,,,,1875,,,,,,,,,,,,,,,,1590,,,,,,,,1800," $1,925.00 "," $1,895.00 "," $1,850.00 ",SEA,210
USSLC,UT,MONTEZUMA CREEK,,,,,,,2200,,,,,,2400,,,,,,,,,,,,1990,,,,,,,,,,,,,,2200," $2,325.00 "," $2,300.00 "," $2,275.00 ",LAX,210
USBAL,PA,BETHEL PARK,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,VA,BROOKNEAL,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,PA,CANONSBURG,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,PA,DAYTON,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,CT,EASTON,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,PA,FORD CITY,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,PA,FORD CLIFF,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,VA,GREENVILLE,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,1059,,,,1059," $1,209.00 "," $1,184.00 "," $1,159.00 ",EWR,209
USBAL,PA,HAMILTON,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,PA,HOUSTON,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,PA,HYDE PARK,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,PA,INDIANOLA,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,PA,LEECHBURG,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,VA,MC KENNEY,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,1059,,,,1059," $1,209.00 "," $1,184.00 "," $1,159.00 ",EWR,209
USBAL,PA,NORTHPOINT,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,VA,RED OAK,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,VA,SAXE,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,PA,STARLIGHT,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,VA,THAXTON,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USBAL,PA,VANDERGRIFT,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,1239,,,,1239," $1,389.00 "," $1,364.00 "," $1,339.00 ",EWR,209
USCHI,WI,MELLEN,,,,,,2024,2100,,,,,,,,1815,,,,,,,,,,2039,,,,,,,,,,,,,,2024," $2,174.00 "," $2,124.00 "," $2,074.00 ",ORD,209
USCHS,GA,EAST POINT,,,,,,,1275,,,,,,,,1277,,,,,,,,,,1066,,,,,,,,,,,,,,1275," $1,425.00 "," $1,375.00 "," $1,350.00 ",ATL,209
USHOU,TX,CHILTON,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,869,,,,869," $1,044.00 ", $994.00 , $969.00 ,HOU,209
USHOU,LA,DUSON,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,869,,,,869, $994.00 , $969.00 , $919.00 ,MIA,209
USHOU,TX,LONG BRANCH,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,869,,,,869," $1,044.00 ", $994.00 , $969.00 ,HOU,209
USHOU,TX,PALESTINE,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,869,,,,869," $1,044.00 ", $994.00 , $969.00 ,HOU,209
USHOU,TX,RIESEL,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,869,,,,869," $1,044.00 ", $994.00 , $969.00 ,HOU,209
USHOU,TX,THORNTON,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,869,,,,869," $1,044.00 ", $994.00 , $969.00 ,HOU,209
USHOU,TX,WOODSBORO,,,,,,,,,,,,,,,,,,,,,,,,,660,,,,,,,,,,869,,,,869," $1,044.00 ", $994.00 , $969.00 ,HOU,209
USJAX,FL,ZOLFO SPRINGS,,,,,,949.5,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,909,,,,909," $1,034.00 "," $1,009.00 ", $959.00 ,MIA,209
USLUI,IN,FOREST,,,,,,980,1025,,,,,,,,771,,,,,,,,,,,,,,,,,,,,,,,,980," $1,130.00 "," $1,080.00 "," $1,030.00 ",ORD,209
USLUI,KY,GARRISON,,,,,,980,1025,,,,,,,,771,,,,,,,,,,,,,,,,,,,,,,,,980," $1,130.00 "," $1,080.00 "," $1,030.00 ",ORD,209
USLUI,KY,MORGANFIELD,,,,,,930,965,,,,,,,,721,,,,,,,,,,,,,,,,,,,,,,,,930," $1,080.00 "," $1,030.00 ", $980.00 ,ORD,209
USLUI,IN,YORKTOWN,,,,,,970,1015,,,,,,,,761,,,,,,,,,,,,,,,,,,,,,,,,970," $1,120.00 "," $1,070.00 "," $1,020.00 ",ORD,209
USNYC,NY,DUANESBURG,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,,,,1039,,,,1039," $1,189.00 "," $1,164.00 "," $1,139.00 ",EWR,209
USNYC,NY,HAGUE,,,,,,,,,,,,,,,,,,,,,,,,,1070,,,,,,,,,,1279,,,,1279," $1,429.00 "," $1,404.00 "," $1,379.00 ",EWR,209
USNYC,VA,HUME,,,,,,,,,,,,,,,,,,,,,,,,,1688,,,,,,,,,,1479,,,,1688," $1,838.00 "," $1,813.00 "," $1,788.00 ",EWR,209
USNYC,VA,MARKHAM,,,,,,,,,,,,,,,,,,,,,,,,,1688,,,,,,,,,,1479,,,,1688," $1,838.00 "," $1,813.00 "," $1,788.00 ",EWR,209
USNYC,CT,NORTH WINDHAM,,,,,,,,,,,,,,,,,,,,,,,,,890,,,,,,,,,,1099,,,,1099," $1,249.00 "," $1,224.00 "," $1,199.00 ",EWR,209
USNYC,VA,REMINGTON,,,,,,,,,,,,,,,,,,,,,,,,,1688,,,,,,,,,,1479,,,,1688," $1,838.00 "," $1,813.00 "," $1,788.00 ",EWR,209
USNYC,NY,SCHAGHTICOKE,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,,,,1039,,,,1039," $1,189.00 "," $1,164.00 "," $1,139.00 ",EWR,209
USNYC,NY,WARNERVILLE,,,,,,,,,,,,,,,,,,,,,,,,,830,,,,,,,,,,1039,,,,1039," $1,189.00 "," $1,164.00 "," $1,139.00 ",EWR,209
USNYC,ME,WEST PARIS,,,,,,,1673,,,,,,,,1882,,,,,,,,,,1908,,,,,,,,,,,,,,1882," $2,032.00 "," $2,007.00 "," $1,982.00 ",EWR,209
USNYC,CT,WINDHAM,,,,,,,,,,,,,,,,,,,,,,,,,890,,,,,,,,,,1099,,,,1099," $1,249.00 "," $1,224.00 "," $1,199.00 ",EWR,209
USNYC,CT,WOODSTOCK VALLEY,,,,,,,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,1149,,,,1149," $1,299.00 "," $1,274.00 "," $1,249.00 ",EWR,209
USORF,WV,CHARLES TOWN,,,,,,,,,,,,,,,,,,,,,,,,,840,,,,,,,,,,1049,,,,1049," $1,199.00 "," $1,174.00 "," $1,149.00 ",EWR,209
USPHL,NY,WATERLOO,,,,,,,,,,,,,,,,,,,,,,,,,1548,,,,,,,,,,1339,,,,1548," $1,698.00 "," $1,673.00 "," $1,648.00 ",EWR,209
USSAV,SC,DUE WEST,,,,,,,,,,,,,,,,,,,,,,,,,670,,,,,,,,,,879,,,,879," $1,029.00 ", $979.00 , $954.00 ,ATL,209
USSAV,SC,LITTLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,670,,,,,,,,,,879,,,,879," $1,029.00 ", $979.00 , $954.00 ,ATL,209
USSAV,SC,PELION,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,699,,,,699, $849.00 , $799.00 , $774.00 ,ATL,209
USSAV,SC,WAGENER,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,699,,,,699, $849.00 , $799.00 , $774.00 ,ATL,209
USSLC,UT,BICKNELL,,,,,,,1075,,,,,866,,,,,,,,,,,,,1205,,,,,,,,,,,,,,1075," $1,200.00 "," $1,175.00 "," $1,150.00 ",LAX,209
USSLC,UT,JUNCTION,,,,,,,1075,,,,,866,,,,,,,,,,,,,1205,,,,,,,,,,,,,,1075," $1,200.00 "," $1,175.00 "," $1,150.00 ",LAX,209
USBAL,VA,BREMO BLUFF,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,929,,,,929," $1,079.00 "," $1,054.00 "," $1,029.00 ",EWR,208
USBAL,VA,COVESVILLE,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,929,,,,929," $1,079.00 "," $1,054.00 "," $1,029.00 ",EWR,208
USBAL,VA,CROZET,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,929,,,,929," $1,079.00 "," $1,054.00 "," $1,029.00 ",EWR,208
USBAL,VA,CROZIER,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,929,,,,929," $1,079.00 "," $1,054.00 "," $1,029.00 ",EWR,208
USBAL,VA,GREENWOOD,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,929,,,,929," $1,079.00 "," $1,054.00 "," $1,029.00 ",EWR,208
USBAL,VA,KEENE,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,929,,,,929," $1,079.00 "," $1,054.00 "," $1,029.00 ",EWR,208
USBAL,WV,PARSONS,,,,,,,,,,,,,,,,,,,,,,,,,1317,,,,,,,,,,1109,,,,1317," $1,467.00 "," $1,442.00 "," $1,417.00 ",EWR,208
